117.196.246.176:55229	117.196.246.176:55229_0	0	GET https://paytm.com:443/papi/nps/merchantrating?merchant_id=23188&channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
117.205.216.124:49420	117.205.216.124:49420_0	0	GET https://paytm.com:443/favicon.ico HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; rv:39.0) Gecko/20100101 Firefox/39.0
122.248.183.1:62894	122.248.183.1:62894_0	0	GET https://paytm.com:443/api/user/favourite?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
182.73.219.174:48045	182.73.219.174:48045_0	0	GET https://paytm.com:443/shop/p/lotto-men-s-running-shoes-size-10-MSPRTS0000AR2572EGSL10 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; rv:39.0) Gecko/20100101 Firefox/39.0
52.74.219.71:56125	52.74.219.71:56125_0	0	GET https://paytm.com:443/papi/v1/promosearch/product/4340618/offers?parent_id=4341003&price=299 HTTP/1.0	-
117.247.11.172:53190	117.247.11.172:53190_0	0	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/ggg.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
122.160.74.72:51442	122.160.74.72:51442_0	0	GET https://paytm.com:443/ HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
59.182.163.104:2419	59.182.163.104:2419_0	0	GET https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
101.60.149.82:34372	101.60.149.82:34372_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
106.216.140.113:25485	106.216.140.113:25485_0	0	GET https://paytm.com:443/shop/login?isIframe=true&theme=mp-web HTTP/1.1	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
117.195.176.152:49901	117.195.176.152:49901_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
117.195.176.152:49901	117.195.176.152:49901_0	143130	GET https://paytm.com:443/shop/orderdetail/1116224253?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
117.240.248.194:20333	117.240.248.194:20333_0	0	GET https://paytm.com:443/shop/search?q=electric%20cooker&brand=2572 HTTP/1.1	Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/20.0 (Chrome)
122.15.156.144:58193	122.15.156.144:58193_0	0	GET https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/css/wpt-slide.css?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	87085	GET https://paytm.com:443/offer/wp-content/plugins/owl-carousel/css/styles.css?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	72678	GET https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/js/jc.js?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	91264	GET https://paytm.com:443/offer/wp-content/plugins/easy-logo-slider/js/jcarousel.responsive.js?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	80765	GET https://paytm.com:443/offer/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	413770	GET https://paytm.com:443/offer/wp-includes/js/jquery/ui/resizable.min.js?ver=1.11.4 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	76912	GET https://paytm.com:443/offer/wp-includes/js/comment-reply.min.js?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
122.15.156.144:58193	122.15.156.144:58193_0	107887	GET https://paytm.com:443/offer/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.3 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
14.139.190.12:52375	14.139.190.12:52375_0	0	POST https://paytm.com:443/papi/v1/expresscart/verify HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
49.138.13.159:50229	49.138.13.159:50229_0	0	POST https://paytm.com:443/papi/nps/merchantverification HTTP/1.1	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36
49.138.13.159:50229	49.138.13.159:50229_0	319937	GET https://paytm.com:443/shop/orderdetail/1105496898?actions=1&channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36
112.79.35.16:61372	112.79.35.16:61372_0	0	GET https://paytm.com:443/shop/summary/1115915243 HTTP/1.1	Mozilla/5.0 (Linux; Android 5.0.2; D5322 Build/19.3.A.0.472) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36
180.179.213.94:48725	180.179.213.94:48725_0	0	GET https://paytm.com:443/shop/p/micromax-yu-yureka-moonstone-grey-MOBMICROMAX-YU-DUMM141CD60AF7C_34315 HTTP/1.0	-
103.14.232.178:50954	103.14.232.178:50954_0	0	GET https://paytm.com:443/shop?utm_source=Affiliates&utm_medium=VCOMM&utm_campaign=VCOMM&utm_term=24890 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
107.167.109.204:37727	107.167.109.204:37727_0	0	GET https://paytm.com:443/checkout HTTP/1.1	Opera/9.80 (Windows Phone; Opera Mini/8.0.4/37.6066; U; en) Presto/2.12.423 Version/12.16
122.248.183.1:31420	122.248.183.1:31420_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
122.248.183.1:31420	122.248.183.1:31420_0	282971	GET https://paytm.com:443/shop/orderdetail/1116219222?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
122.248.183.1:31420	122.248.183.1:31420_0	371701	GET https://paytm.com:443/images/greyStar.png HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
183.82.162.190:50369	183.82.162.190:50369_0	0	GET https://paytm.com:443/ HTTP/1.1	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36
183.82.162.190:50369	183.82.162.190:50369_0	473458	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36
106.208.104.161:1517	106.208.104.161:1517_0	0	GET https://paytm.com:443/shop/g/electronics/the-electronic-store/ces-offer-on-pen-drives?sort_price=0&utm_source=affiliates&utm_medium=dgm&utm_campaign=dgm-generic&utm_term=50176 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
115.110.71.22:33062	115.110.71.22:33062_0	0	GET https://paytm.com:443/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
115.110.71.22:33062	115.110.71.22:33062_0	48060	GET https://paytm.com:443/offer/wp-content/plugins/owl-carousel/js/owl.carousel.js?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
115.110.71.22:33062	115.110.71.22:33062_0	54559	GET https://paytm.com:443/offer/wp-content/plugins/wp-thumbnail-slider/js/wpt-js.js?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
115.110.71.22:33062	115.110.71.22:33062_0	54640	GET https://paytm.com:443/offer/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
115.110.71.22:33062	115.110.71.22:33062_0	46918	GET https://paytm.com:443/offer/wp-includes/js/jquery/ui/dialog.min.js?ver=1.11.4 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
107.167.108.197:55558	107.167.108.197:55558_0	0	GET https://paytm.com:443/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/style.css?ver=4.2.2 HTTP/1.1	Opera/9.80 (Series 60; Opera Mini/7.1.32453/37.6066; U; en) Presto/2.12.423 Version/12.16
107.167.108.197:55558	107.167.108.197:55558_0	80978	GET https://paytm.com:443/offer/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4 HTTP/1.1	Opera/9.80 (Series 60; Opera Mini/7.1.32453/37.6066; U; en) Presto/2.12.423 Version/12.16
210.56.103.176:22371	210.56.103.176:22371_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
106.76.174.40:14571	106.76.174.40:14571_0	0	GET https://paytm.com:443/shop/authresponse?code=729fb98c-a194-4cd4-aa16-0f1ea75e1752&state= HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 UBrowser/5.2.2787.1029 Safari/537.36
106.76.174.40:14571	106.76.174.40:14571_0	404517	GET https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 UBrowser/5.2.2787.1029 Safari/537.36
117.239.148.145:5039	117.239.148.145:5039_0	0	GET https://paytm.com:443/papi/rr/products/12063146/statistics?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
14.97.21.122:61543	14.97.21.122:61543_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
14.97.21.122:61543	14.97.21.122:61543_0	248045	GET https://paytm.com:443/shop/orderdetail/1116221943?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
14.97.21.122:61543	14.97.21.122:61543_0	353260	GET https://paytm.com:443/api/user/favourite?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
194.237.142.21:47768	194.237.142.21:47768_0	0	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/bedlinen.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
1.187.217.224:32004	1.187.217.224:32004_0	0	GET https://paytm.com:443/shop/authresponse?code=843a8de2-7acb-4873-a963-dc3fdb27ba2b&state= HTTP/1.1	Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; Aqua Star 5.0 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.4.1.565 U3/0.8.0 Mobile Safari/534.30
1.187.217.224:32004	1.187.217.224:32004_0	155030	GET https://paytm.com:443/shop/cart HTTP/1.1	Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; Aqua Star 5.0 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.4.1.565 U3/0.8.0 Mobile Safari/534.30
106.220.24.10:5417	106.220.24.10:5417_0	0	GET https://paytm.com:443/offer/wp-content/themes/twentytwelve/style.css?ver=4.2.2 HTTP/1.1	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10
106.220.24.10:5417	106.220.24.10:5417_0	550547	GET https://paytm.com:443/offer/wp-content/plugins/wc-gallery/includes/css/magnific-popup.css?ver=0.9.9 HTTP/1.1	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10
117.205.216.124:49424	117.205.216.124:49424_0	0	GET https://paytm.com:443/favicon.ico HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; rv:39.0) Gecko/20100101 Firefox/39.0
117.248.226.136:54133	117.248.226.136:54133_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
120.58.225.239:56596	120.58.225.239:56596_0	0	GET https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
1.39.35.172:62162	1.39.35.172:62162_0	0	POST https://paytm.com:443/api/v1/expresscart/checkout?wallet=1 HTTP/1.1	Mozilla/5.0 (Linux; Android 5.0; Micromax A107 Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36
14.139.56.3:24606	14.139.56.3:24606_0	0	GET https://paytm.com:443/papi/rr/products/7943299/statistics?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
182.73.202.234:12860	182.73.202.234:12860_0	0	POST https://paytm.com:443/shop/cart HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; rv:39.0) Gecko/20100101 Firefox/39.0
182.73.202.234:12860	182.73.202.234:12860_0	82601	POST https://paytm.com:443/shop/cart HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; rv:39.0) Gecko/20100101 Firefox/39.0
103.29.159.213:49426	103.29.159.213:49426_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
116.74.11.12:61483	116.74.11.12:61483_0	0	GET https://paytm.com:443/shop/p/dell-sports-15-6-inch-backpack-red-DELL_JNL40515B_NULL_RED_233 HTTP/1.1	Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0 (Chrome)
115.248.71.233:30109	115.248.71.233:30109_0	0	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/autom.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
115.248.71.233:30109	115.248.71.233:30109_0	291886	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/ledq.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
115.248.71.233:30109	115.248.71.233:30109_0	189451	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/470x220_19july.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
123.63.241.40:58206	123.63.241.40:58206_0	0	GET https://paytm.com:443/papi/rr/products/16476053/statistics?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
123.63.241.40:58206	123.63.241.40:58206_0	721857	GET https://paytm.com:443/papi/v1/promosearch/product/16476053/offers?parent_id=16476747&price=2097&channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
180.215.155.237:5920	180.215.155.237:5920_0	0	GET https://paytm.com:443/shop/cart HTTP/1.1	Mozilla/5.0 (Linux; U; Android 5.0.2; en-US; AO5510 Build/LRX22G) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.5.2.582 U3/0.8.0 Mobile Safari/534.30
203.99.218.140:25171	203.99.218.140:25171_0	0	GET https://paytm.com:443/shop/p/patiala-special-vol-6-blue-cotton-dress-material-APPPATIALA-SPECDIVI48560740690A5 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
37.228.105.131:50780	37.228.105.131:50780_0	0	POST https://paytm.com:443/ HTTP/1.1	Opera/9.80 (J2ME/MIDP; Opera Mini/7.1.32052/37.6066; U; en) Presto/2.12.423 Version/12.16
14.99.26.152:49369	14.99.26.152:49369_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
182.70.65.150:19892	182.70.65.150:19892_0	0	GET https://paytm.com:443/papi/rr/products/7026169/statistics?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
117.237.130.17:65101	117.237.130.17:65101_0	0	GET https://paytm.com:443/papi/v1/promosearch/product/10250440/offers?parent_id=10250466&price=399&channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
115.113.250.2:39525	115.113.250.2:39525_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
122.168.19.127:5001	122.168.19.127:5001_0	0	GET https://paytm.com:443/shop/login?isIframe=true&theme=mp-web HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
106.208.221.89:9627	106.208.221.89:9627_0	0	GET https://paytm.com:443/papi/v1/promosearch/product/12851130/offers?parent_id=5006109&price=591&channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
115.113.117.48:31181	115.113.117.48:31181_0	0	POST https://paytm.com:443/shop/action HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1516.3 Safari/537.36
106.208.84.178:42131	106.208.84.178:42131_0	0	GET https://paytm.com:443/dth?gclid=CPbilISw7sYCFRADvAodyk0EWg HTTP/1.1	Mozilla/5.0 (Linux; Android 5.0.2; C6902 Build/14.5.A.0.270) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36
115.248.71.233:29926	115.248.71.233:29926_0	0	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/meruwer_1.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
115.248.71.233:29926	115.248.71.233:29926_0	89070	GET https://paytm.com:443/offer/wp-content/uploads/2015/07/qas.jpg HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
27.251.187.186:51888	27.251.187.186:51888_0	0	GET https://paytm.com:443/shop/cart?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0
61.12.65.146:57851	61.12.65.146:57851_0	0	GET https://paytm.com:443/shop/v1/frequentorders?channel=web&version=2 HTTP/1.1	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
119.82.72.131:54587	119.82.72.131:54587_0	0	GET https://paytm.com:443/shop/login?isIframe=true&theme=mp-web HTTP/1.1	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36
